Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,Day,Collection Site,Commodity Code,Analyzing Lab Code
ND1207235004WUMT1,WU,942,Prometon,R,5.6,0.17,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WU,MT1
ND1207235004WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WU,MT1
ND1207235004WUMT1,WU,758,Bentazon,F,3.1,0.18,T,LU,,,,O,811,52,,ND,12,7,23,50,4,WU,MT1
ND1207235004WUMT1,WU,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WU,MT1
ND1207235004WUMT1,WU,ACD,Imazethapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WU,MT1
ND1207235004WUMT1,WU,AEB,Dimethenamid/Dimethenamid P,F,1.52,0.91,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WU,MT1
ND1207235004WUMT1,WU,B48,Azoxystrobin,F,1.3,0.8,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WU,MT1
ND1207235004WUMT1,WU,26,"2,4-D",G,1.08,0.65,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WU,MT1
ND1207235004WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LU,,Q,,O,811,52,,ND,12,7,23,50,4,WU,MT1
ND1208065001WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,26,"2,4-D",G,290,0.65,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,333,Propazine,R,0.7,0.42,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,B48,Azoxystrobin,F,47,0.8,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,305,Atrazine,R,44,0.66,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,964,Desethyl atrazine,R,19,0.43,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,AED,Hydroxy atrazine,R,16,1.2,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,16,1.6,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,14,1.4,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,32,Diuron,A,13,1.6,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,264,Propiconazole,L,11,3.4,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,7.9,0.36,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,283,Metolachlor,A,6.7,1.5,T,M,,,,O,812,7,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,AEB,Dimethenamid/Dimethenamid P,F,3.7,0.91,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,A42,Mecoprop (MCPP),G,3.2,0.31,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,758,Bentazon,F,2.3,0.18,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,318,MCPA,G,2.2,0.39,T,LU,,,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,ACB,Imazapyr,J,2,1,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065001WUMT1,WU,607,Metalaxyl/Mefenoxam,F,2,1,T,LU,,Q,,O,811,52,,ND,12,8,6,50,1,WU,MT1
ND1208065004WUMT1,WU,153,Bromacil,U,2,1.2,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,B48,Azoxystrobin,F,1.3,0.8,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,43,0.36,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,305,Atrazine,R,36,0.66,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,30,1.7,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,964,Desethyl atrazine,R,22,0.43,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,AED,Hydroxy atrazine,R,20,1.2,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,18,1.6,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,16,1.4,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,32,Diuron,A,16,1.6,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,11,1.8,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,264,Propiconazole,L,5.7,3.4,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,758,Bentazon,F,5.2,0.18,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,26,"2,4-D",G,5,0.65,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,942,Prometon,R,4.4,0.17,T,LU,,,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,ND,12,8,6,50,4,WU,MT1
ND1208065004WUMT1,WU,B72,Tetraconazole,L,2,1.2,T,LU,,Q,,O,811,52,,ND,12,8,6,50,4,WU,MT1
ND1208205001WUMT1,WU,758,Bentazon,F,1.5,0.18,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,942,Prometon,R,1.1,0.17,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,26,"2,4-D",G,16,0.65,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,B48,Azoxystrobin,F,15,0.8,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,305,Atrazine,R,14,0.66,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,AED,Hydroxy atrazine,R,9.8,1.2,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,964,Desethyl atrazine,R,8.3,0.43,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,5.5,1.6,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,3.9,0.36,T,LU,,,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205001WUMT1,WU,32,Diuron,A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,8,20,50,1,WU,MT1
ND1208205004WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,305,Atrazine,R,34,0.66,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,27,0.36,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,AED,Hydroxy atrazine,R,21,1.2,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,964,Desethyl atrazine,R,21,0.43,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,20,1.6,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,16,1.4,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,13,1.7,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,32,Diuron,A,5.6,1.6,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,942,Prometon,R,5.1,0.17,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,B48,Azoxystrobin,F,5,0.8,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,26,"2,4-D",G,3.1,0.65,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,758,Bentazon,F,2,0.18,T,LU,,,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1208205004WUMT1,WU,AEY,Dimethenamid oxanilic acid (OA),F,1.05,0.63,T,LU,,Q,,O,811,52,,ND,12,8,20,50,4,WU,MT1
ND1209105001WUMT1,WU,26,"2,4-D",G,1.08,0.65,T,LU,,Q,,O,811,52,,ND,12,9,10,50,1,WU,MT1
ND1209105001WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,9,10,50,1,WU,MT1
ND1209105001WUMT1,WU,942,Prometon,R,0.28,0.17,T,LU,,Q,,O,811,52,,ND,12,9,10,50,1,WU,MT1
ND1209105001WUMT1,WU,AED,Hydroxy atrazine,R,10,1.2,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WU,MT1
ND1209105001WUMT1,WU,305,Atrazine,R,9.8,0.66,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WU,MT1
ND1209105001WUMT1,WU,964,Desethyl atrazine,R,6.6,0.43,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WU,MT1
ND1209105001WUMT1,WU,B48,Azoxystrobin,F,5.7,0.8,T,LU,,,,O,811,52,,ND,12,9,10,50,1,WU,MT1
ND1209105001WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,ND,12,9,10,50,1,WU,MT1
ND1209105004WUMT1,WU,333,Propazine,R,0.7,0.42,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,305,Atrazine,R,46,0.66,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,AED,Hydroxy atrazine,R,18,1.2,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,964,Desethyl atrazine,R,15,0.43,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,14,0.36,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,11,1.4,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,8.5,1.7,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,7.6,1.6,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,26,"2,4-D",G,3.2,0.65,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,942,Prometon,R,3,0.17,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,32,Diuron,A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,283,Metolachlor,A,2.5,1.5,T,M,,Q,,O,812,7,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,AEE,Imazamethabenz acid,J,2.4,0.6,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,758,Bentazon,F,2.2,0.18,T,LU,,,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,B48,Azoxystrobin,F,1.3,0.8,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209105004WUMT1,WU,ACP,Sulfometuron methyl,K,1.27,0.76,T,LU,,Q,,O,811,52,,ND,12,9,10,50,4,WU,MT1
ND1209245001WUMT1,WU,305,Atrazine,R,12,0.66,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245001WUMT1,WU,AED,Hydroxy atrazine,R,11,1.2,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245001WUMT1,WU,B48,Azoxystrobin,F,4.7,0.8,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245001WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245001WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245001WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.5,0.36,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245001WUMT1,WU,758,Bentazon,F,1.1,0.18,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245001WUMT1,WU,26,"2,4-D",G,1.08,0.65,T,LU,,Q,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245001WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245001WUMT1,WU,942,Prometon,R,21,0.17,T,LU,,,,O,811,52,,ND,12,9,24,50,1,WU,MT1
ND1209245004WUMT1,WU,607,Metalaxyl/Mefenoxam,F,2,1,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,ABQ,Alachlor oxanilic acid (OA),A,1.02,0.61,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,A42,Mecoprop (MCPP),G,0.52,0.31,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,305,Atrazine,R,27,0.66,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,19,0.36,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,AED,Hydroxy atrazine,R,18,1.2,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,964,Desethyl atrazine,R,17,0.43,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,13,1.7,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,9.9,1.6,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,9.4,1.4,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,731,Triclopyr,G,7.3,1.6,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,26,"2,4-D",G,5.5,0.65,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,758,Bentazon,F,3,0.18,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,AEE,Imazamethabenz acid,J,2.9,0.6,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,B48,Azoxystrobin,F,2.8,0.8,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,32,Diuron,A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1209245004WUMT1,WU,942,Prometon,R,2.6,0.17,T,LU,,,,O,811,52,,ND,12,9,24,50,4,WU,MT1
ND1210085001WUMN1,WU,B48,Azoxystrobin,F,5,3,T,LU,,Q,,O,999,52,,ND,12,10,8,50,1,WU,MN1
ND1210085001WUMN1,WU,758,Bentazon,F,2.5,1.5,T,LU,,Q,,O,999,52,,ND,12,10,8,50,1,WU,MN1
ND1210085001WUMN1,WU,964,Desethyl atrazine,R,17,10,T,M,,Q,,O,999,7,,ND,12,10,8,50,1,WU,MN1
ND1210085001WUMN1,WU,305,Atrazine,R,17,10,T,M,,Q,,O,999,7,,ND,12,10,8,50,1,WU,MN1
ND1210085004WUMT1,WU,ACZ,Imazapic,J,1.5,0.9,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,B48,Azoxystrobin,F,1.3,0.8,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,A42,Mecoprop (MCPP),G,0.52,0.31,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,780,Tebuthiuron,F,0.35,0.21,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,17,0.36,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,758,Bentazon,F,11,0.18,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,AED,Hydroxy atrazine,R,9.3,1.2,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,305,Atrazine,R,9.2,0.66,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,26,"2,4-D",G,6,0.65,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,964,Desethyl atrazine,R,4.8,0.43,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,A58,Tebuconazole,L,3.5,2.1,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,ACH,Metolachlor oxanilic acid (OA),A,3,1.8,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,AEE,Imazamethabenz acid,J,2.2,0.6,T,LU,,,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210085004WUMT1,WU,607,Metalaxyl/Mefenoxam,F,2,1,T,LU,,Q,,O,811,52,,ND,12,10,8,50,4,WU,MT1
ND1210225001WUMT1,WU,B48,Azoxystrobin,F,11,0.8,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225001WUMT1,WU,305,Atrazine,R,10,0.66,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225001WUMT1,WU,AED,Hydroxy atrazine,R,7.7,1.2,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225001WUMT1,WU,964,Desethyl atrazine,R,6.8,0.43,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225001WUMT1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225001WUMT1,WU,ABO,Acetochlor oxanilic acid (OA),A,2.3,1.4,T,LU,,Q,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225001WUMT1,WU,942,Prometon,R,1.7,0.17,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225001WUMT1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.4,0.36,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225001WUMT1,WU,758,Bentazon,F,0.78,0.18,T,LU,,,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225001WUMT1,WU,A42,Mecoprop (MCPP),G,0.52,0.31,T,LU,,Q,,O,811,52,,ND,12,10,22,50,1,WU,MT1
ND1210225004WUMN1,WU,666,Carbendazim (MBC),B,5,3,T,LU,,Q,,O,999,52,,ND,12,10,22,50,4,WU,MN1
ND1210225004WUMN1,WU,318,MCPA,G,2.5,1.5,T,LU,,Q,,O,999,52,,ND,12,10,22,50,4,WU,MN1
ND1210225004WUMN1,WU,26,"2,4-D",G,96,2.5,T,LU,,,,O,999,52,,ND,12,10,22,50,4,WU,MN1
ND1210225004WUMN1,WU,731,Triclopyr,G,25,15,T,LU,,Q,,O,999,52,,ND,12,10,22,50,4,WU,MN1
ND1210225004WUMN1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,13.3,3,T,LU,,,,O,999,52,,ND,12,10,22,50,4,WU,MN1
ND1210225004WUMN1,WU,AED,Hydroxy atrazine,R,12.1,2,T,LU,,,,O,999,52,,ND,12,10,22,50,4,WU,MN1
ND1210225004WUMN1,WU,758,Bentazon,F,6.34,1.5,T,LU,,,,O,999,52,,ND,12,10,22,50,4,WU,MN1
ND1210225004WUMN1,WU,AEE,Imazamethabenz acid,J,5,3,T,LU,,Q,,O,999,52,,ND,12,10,22,50,4,WU,MN1
ND1211055001WUMT1,WU,758,Bentazon,F,1.1,0.18,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WU,MT1
ND1211055001WUMT1,WU,AEE,Imazamethabenz acid,J,1,0.6,T,LU,,Q,,O,811,52,,ND,12,11,5,50,1,WU,MT1
ND1211055001WUMT1,WU,26,"2,4-D",G,38,0.65,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WU,MT1
ND1211055001WUMT1,WU,305,Atrazine,R,8.2,0.66,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WU,MT1
ND1211055001WUMT1,WU,942,Prometon,R,7,0.17,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WU,MT1
ND1211055001WUMT1,WU,AED,Hydroxy atrazine,R,6.9,1.2,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WU,MT1
ND1211055001WUMT1,WU,964,Desethyl atrazine,R,5.3,0.43,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WU,MT1
ND1211055001WUMT1,WU,B48,Azoxystrobin,F,4.5,0.8,T,LU,,,,O,811,52,,ND,12,11,5,50,1,WU,MT1
