Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm),State,Year,Month,day,,,
NE1103215555WGMT1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,47,1.6,T,LU,,,,O,811,52,,NE,11,3,21,5555,WG,MT1
NE1103285557WGMN1,WG,305,Atrazine,R,102,10,T,LU,,,,O,999,7,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,72.6,9,T,LU,,,,O,999,52,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,ACB,Imazapyr,J,51.5,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,283,Metolachlor,A,46,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,45.3,10,T,LU,,,,O,999,52,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,36.5,3,T,LU,,,,O,999,52,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,26,"2,4-D",G,34.1,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,31.6,12.5,T,LU,,Q,,O,999,52,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,AED,Hydroxy atrazine,R,31.5,2,T,LU,,,,O,999,52,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,807,Acetochlor,A,26.1,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5557,WG,MN1
NE1103285557WGMN1,WG,964,Desethyl atrazine,R,20.1,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5557,WG,MN1
NE1103285558WGMN1,WG,964,Desethyl atrazine,R,12.3,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5558,WG,MN1
NE1103285558WGMN1,WG,318,MCPA,G,1.5,1.5,T,LU,,Q,,O,999,52,,NE,11,3,28,5558,WG,MN1
NE1103285558WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,79.8,3,T,LU,,,,O,999,52,,NE,11,3,28,5558,WG,MN1
NE1103285558WGMN1,WG,305,Atrazine,R,78.5,10,T,LU,,,,O,999,7,,NE,11,3,28,5558,WG,MN1
NE1103285558WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,67.5,9,T,LU,,,,O,999,52,,NE,11,3,28,5558,WG,MN1
NE1103285558WGMN1,WG,283,Metolachlor,A,50.8,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5558,WG,MN1
NE1103285558WGMN1,WG,26,"2,4-D",G,45.7,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5558,WG,MN1
NE1103285558WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,42.6,10,T,LU,,,,O,999,52,,NE,11,3,28,5558,WG,MN1
NE1103285558WGMN1,WG,AED,Hydroxy atrazine,R,30.4,2,T,LU,,,,O,999,52,,NE,11,3,28,5558,WG,MN1
NE1103285558WGMN1,WG,807,Acetochlor,A,26.4,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5558,WG,MN1
NE1103285559WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,81.8,3,T,LU,,,,O,999,52,,NE,11,3,28,5559,WG,MN1
NE1103285559WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,62.8,12.5,T,LU,,,,O,999,52,,NE,11,3,28,5559,WG,MN1
NE1103285559WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,56.7,9,T,LU,,,,O,999,52,,NE,11,3,28,5559,WG,MN1
NE1103285559WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,54.9,10,T,LU,,,,O,999,52,,NE,11,3,28,5559,WG,MN1
NE1103285559WGMN1,WG,964,Desethyl atrazine,R,45,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5559,WG,MN1
NE1103285559WGMN1,WG,283,Metolachlor,A,29.7,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5559,WG,MN1
NE1103285559WGMN1,WG,AED,Hydroxy atrazine,R,20.8,2,T,LU,,,,O,999,52,,NE,11,3,28,5559,WG,MN1
NE1103285559WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,15,10,T,LU,,Q,,O,999,52,,NE,11,3,28,5559,WG,MN1
NE1103285559WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,208,3,T,LU,,,,O,999,52,,NE,11,3,28,5559,WG,MN1
NE1103285559WGMN1,WG,305,Atrazine,R,161,10,T,LU,,,,O,999,7,,NE,11,3,28,5559,WG,MN1
NE1103285560WGMN1,WG,283,Metolachlor,A,21.6,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5560,WG,MN1
NE1103285560WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,14,10,T,LU,,Q,,O,999,52,,NE,11,3,28,5560,WG,MN1
NE1103285560WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,210,3,T,LU,,,,O,999,52,,NE,11,3,28,5560,WG,MN1
NE1103285560WGMN1,WG,305,Atrazine,R,136,10,T,LU,,,,O,999,7,,NE,11,3,28,5560,WG,MN1
NE1103285560WGMN1,WG,ACB,Imazapyr,J,128,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5560,WG,MN1
NE1103285560WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,78.5,3,T,LU,,,,O,999,52,,NE,11,3,28,5560,WG,MN1
NE1103285560WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,70.7,12.5,T,LU,,,,O,999,52,,NE,11,3,28,5560,WG,MN1
NE1103285560WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,52.6,10,T,LU,,,,O,999,52,,NE,11,3,28,5560,WG,MN1
NE1103285560WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,48.9,9,T,LU,,,,O,999,52,,NE,11,3,28,5560,WG,MN1
NE1103285560WGMN1,WG,964,Desethyl atrazine,R,39.7,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5560,WG,MN1
NE1103285561WGMN1,WG,283,Metolachlor,A,20.7,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5561,WG,MN1
NE1103285561WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,12,10,T,LU,,Q,,O,999,52,,NE,11,3,28,5561,WG,MN1
NE1103285561WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,206,3,T,LU,,,,O,999,52,,NE,11,3,28,5561,WG,MN1
NE1103285561WGMN1,WG,305,Atrazine,R,142,10,T,LU,,,,O,999,7,,NE,11,3,28,5561,WG,MN1
NE1103285561WGMN1,WG,ACB,Imazapyr,J,141,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5561,WG,MN1
NE1103285561WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,74.4,3,T,LU,,,,O,999,52,,NE,11,3,28,5561,WG,MN1
NE1103285561WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,66.6,9,T,LU,,,,O,999,52,,NE,11,3,28,5561,WG,MN1
NE1103285561WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,56.6,12.5,T,LU,,,,O,999,52,,NE,11,3,28,5561,WG,MN1
NE1103285561WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,53.9,10,T,LU,,,,O,999,52,,NE,11,3,28,5561,WG,MN1
NE1103285561WGMN1,WG,964,Desethyl atrazine,R,41.2,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5561,WG,MN1
NE1103285562WGMN1,WG,AED,Hydroxy atrazine,R,20.8,2,T,LU,,,,O,999,52,,NE,11,3,28,5562,WG,MN1
NE1103285562WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,14,10,T,LU,,Q,,O,999,52,,NE,11,3,28,5562,WG,MN1
NE1103285562WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,189,3,T,LU,,,,O,999,52,,NE,11,3,28,5562,WG,MN1
NE1103285562WGMN1,WG,ACB,Imazapyr,J,150,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5562,WG,MN1
NE1103285562WGMN1,WG,305,Atrazine,R,150,10,T,LU,,,,O,999,7,,NE,11,3,28,5562,WG,MN1
NE1103285562WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,76.8,3,T,LU,,,,O,999,52,,NE,11,3,28,5562,WG,MN1
NE1103285562WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,59.9,12.5,T,LU,,,,O,999,52,,NE,11,3,28,5562,WG,MN1
NE1103285562WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,56.7,9,T,LU,,,,O,999,52,,NE,11,3,28,5562,WG,MN1
NE1103285562WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,50.3,10,T,LU,,,,O,999,52,,NE,11,3,28,5562,WG,MN1
NE1103285562WGMN1,WG,964,Desethyl atrazine,R,44.6,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5562,WG,MN1
NE1103285563WGMN1,WG,807,Acetochlor,A,24.3,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,21.6,12.5,T,LU,,Q,,O,999,52,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,964,Desethyl atrazine,R,17.3,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,99.3,3,T,LU,,,,O,999,52,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,305,Atrazine,R,91.5,10,T,LU,,,,O,999,7,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,71.4,9,T,LU,,,,O,999,52,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,283,Metolachlor,A,60.8,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,49.6,10,T,LU,,,,O,999,52,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,26,"2,4-D",G,46.1,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,AED,Hydroxy atrazine,R,34.5,2,T,LU,,,,O,999,52,,NE,11,3,28,5563,WG,MN1
NE1103285563WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,34.3,3,T,LU,,,,O,999,52,,NE,11,3,28,5563,WG,MN1
NE1103285564WGMN1,WG,AED,Hydroxy atrazine,R,34.8,2,T,LU,,,,O,999,52,,NE,11,3,28,5564,WG,MN1
NE1103285564WGMN1,WG,26,"2,4-D",G,4.23,2.5,T,LU,,Q,,O,999,52,,NE,11,3,28,5564,WG,MN1
NE1103285564WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,170,3,T,LU,,,,O,999,52,,NE,11,3,28,5564,WG,MN1
NE1103285564WGMN1,WG,ACB,Imazapyr,J,129,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5564,WG,MN1
NE1103285564WGMN1,WG,305,Atrazine,R,123,10,T,LU,,,,O,999,7,,NE,11,3,28,5564,WG,MN1
NE1103285564WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,72.1,3,T,LU,,,,O,999,52,,NE,11,3,28,5564,WG,MN1
NE1103285564WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,66,9,T,LU,,,,O,999,52,,NE,11,3,28,5564,WG,MN1
NE1103285564WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,59.5,12.5,T,LU,,,,O,999,52,,NE,11,3,28,5564,WG,MN1
NE1103285564WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,52.9,10,T,LU,,,,O,999,52,,NE,11,3,28,5564,WG,MN1
NE1103285564WGMN1,WG,964,Desethyl atrazine,R,36.2,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5564,WG,MN1
NE1103285565WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,24,3,T,LU,,,,O,999,52,,NE,11,3,28,5565,WG,MN1
NE1103285565WGMN1,WG,964,Desethyl atrazine,R,10.6,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5565,WG,MN1
NE1103285565WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,93,9,T,LU,,,,O,999,52,,NE,11,3,28,5565,WG,MN1
NE1103285565WGMN1,WG,283,Metolachlor,A,92.8,15,T,LU,,,,O,999,7,,NE,11,3,28,5565,WG,MN1
NE1103285565WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,83.5,3,T,LU,,,,O,999,52,,NE,11,3,28,5565,WG,MN1
NE1103285565WGMN1,WG,305,Atrazine,R,71.1,10,T,LU,,,,O,999,7,,NE,11,3,28,5565,WG,MN1
NE1103285565WGMN1,WG,26,"2,4-D",G,69.4,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5565,WG,MN1
NE1103285565WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,56.9,10,T,LU,,,,O,999,52,,NE,11,3,28,5565,WG,MN1
NE1103285565WGMN1,WG,807,Acetochlor,A,42.4,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5565,WG,MN1
NE1103285566WGMN1,WG,AED,Hydroxy atrazine,R,23,2,T,LU,,,,O,999,52,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,14.3,10,T,LU,,Q,,O,999,52,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,ACD,Imazethapyr,J,2.08,2,T,LU,,Q,,O,999,52,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,194,3,T,LU,,,,O,999,52,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,305,Atrazine,R,166,10,T,LU,,,,O,999,7,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,ACB,Imazapyr,J,150,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,79.2,3,T,LU,,,,O,999,52,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,65.7,12.5,T,LU,,,,O,999,52,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,63.6,9,T,LU,,,,O,999,52,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,57.3,10,T,LU,,,,O,999,52,,NE,11,3,28,5566,WG,MN1
NE1103285566WGMN1,WG,964,Desethyl atrazine,R,51.3,10,T,LU,,,,O,999,7,,NE,11,3,28,5566,WG,MN1
NE1103285567WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,209,3,T,LU,,,,O,999,52,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,ACB,Imazapyr,J,152,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,305,Atrazine,R,142,10,T,LU,,,,O,999,7,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,81.6,3,T,LU,,,,O,999,52,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,74,12.5,T,LU,,,,O,999,52,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,69.6,9,T,LU,,,,O,999,52,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,53.9,10,T,LU,,,,O,999,52,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,964,Desethyl atrazine,R,43.9,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,AED,Hydroxy atrazine,R,25.5,2,T,LU,,,,O,999,52,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,283,Metolachlor,A,23.6,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5567,WG,MN1
NE1103285567WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,14,10,T,LU,,Q,,O,999,52,,NE,11,3,28,5567,WG,MN1
NE1103285568WGMN1,WG,AED,Hydroxy atrazine,R,32.3,2,T,LU,,,,O,999,52,,NE,11,3,28,5568,WG,MN1
NE1103285568WGMN1,WG,807,Acetochlor,A,26.1,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5568,WG,MN1
NE1103285568WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,20.4,3,T,LU,,,,O,999,52,,NE,11,3,28,5568,WG,MN1
NE1103285568WGMN1,WG,964,Desethyl atrazine,R,10.6,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5568,WG,MN1
NE1103285568WGMN1,WG,ACB,Imazapyr,J,3.9,2.5,T,LU,,Q,,O,999,52,,NE,11,3,28,5568,WG,MN1
NE1103285568WGMN1,WG,305,Atrazine,R,77.5,10,T,LU,,,,O,999,7,,NE,11,3,28,5568,WG,MN1
NE1103285568WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,75,9,T,LU,,,,O,999,52,,NE,11,3,28,5568,WG,MN1
NE1103285568WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,66,3,T,LU,,,,O,999,52,,NE,11,3,28,5568,WG,MN1
NE1103285568WGMN1,WG,283,Metolachlor,A,65.7,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5568,WG,MN1
NE1103285568WGMN1,WG,26,"2,4-D",G,50,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5568,WG,MN1
NE1103285569WGMN1,WG,807,Acetochlor,A,30,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5569,WG,MN1
NE1103285569WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,19.8,3,T,LU,,,,O,999,52,,NE,11,3,28,5569,WG,MN1
NE1103285569WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,79.7,3,T,LU,,,,O,999,52,,NE,11,3,28,5569,WG,MN1
NE1103285569WGMN1,WG,305,Atrazine,R,77.9,10,T,LU,,,,O,999,7,,NE,11,3,28,5569,WG,MN1
NE1103285569WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,70.5,9,T,LU,,,,O,999,52,,NE,11,3,28,5569,WG,MN1
NE1103285569WGMN1,WG,283,Metolachlor,A,62.2,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5569,WG,MN1
NE1103285569WGMN1,WG,26,"2,4-D",G,49.8,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5569,WG,MN1
NE1103285569WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,43,10,T,LU,,,,O,999,52,,NE,11,3,28,5569,WG,MN1
NE1103285570WGMN1,WG,AED,Hydroxy atrazine,R,22.8,2,T,LU,,,,O,999,52,,NE,11,3,28,5570,WG,MN1
NE1103285570WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,15,10,T,LU,,Q,,O,999,52,,NE,11,3,28,5570,WG,MN1
NE1103285570WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,192,3,T,LU,,,,O,999,52,,NE,11,3,28,5570,WG,MN1
NE1103285570WGMN1,WG,ACB,Imazapyr,J,155,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5570,WG,MN1
NE1103285570WGMN1,WG,305,Atrazine,R,141,10,T,LU,,,,O,999,7,,NE,11,3,28,5570,WG,MN1
NE1103285570WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,77.9,3,T,LU,,,,O,999,52,,NE,11,3,28,5570,WG,MN1
NE1103285570WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,72,12.5,T,LU,,,,O,999,52,,NE,11,3,28,5570,WG,MN1
NE1103285570WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,59.4,9,T,LU,,,,O,999,52,,NE,11,3,28,5570,WG,MN1
NE1103285570WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,53.9,10,T,LU,,,,O,999,52,,NE,11,3,28,5570,WG,MN1
NE1103285570WGMN1,WG,964,Desethyl atrazine,R,40.4,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5570,WG,MN1
NE1103285571WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,20.7,3,T,LU,,,,O,999,52,,NE,11,3,28,5571,WG,MN1
NE1103285571WGMN1,WG,964,Desethyl atrazine,R,10.4,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5571,WG,MN1
NE1103285571WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,85.9,3,T,LU,,,,O,999,52,,NE,11,3,28,5571,WG,MN1
NE1103285571WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,83.4,9,T,LU,,,,O,999,52,,NE,11,3,28,5571,WG,MN1
NE1103285571WGMN1,WG,305,Atrazine,R,71.5,10,T,LU,,,,O,999,7,,NE,11,3,28,5571,WG,MN1
NE1103285571WGMN1,WG,283,Metolachlor,A,66.1,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5571,WG,MN1
NE1103285571WGMN1,WG,26,"2,4-D",G,59.8,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5571,WG,MN1
NE1103285571WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,51.3,10,T,LU,,,,O,999,52,,NE,11,3,28,5571,WG,MN1
NE1103285571WGMN1,WG,AED,Hydroxy atrazine,R,34.8,2,T,LU,,,,O,999,52,,NE,11,3,28,5571,WG,MN1
NE1103285572WGMN1,WG,807,Acetochlor,A,34.5,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5572,WG,MN1
NE1103285572WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,23.9,3,T,LU,,,,O,999,52,,NE,11,3,28,5572,WG,MN1
NE1103285572WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,89.1,9,T,LU,,,,O,999,52,,NE,11,3,28,5572,WG,MN1
NE1103285572WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,86.9,3,T,LU,,,,O,999,52,,NE,11,3,28,5572,WG,MN1
NE1103285572WGMN1,WG,283,Metolachlor,A,75.3,15,T,LU,,,,O,999,7,,NE,11,3,28,5572,WG,MN1
NE1103285572WGMN1,WG,305,Atrazine,R,70,10,T,LU,,,,O,999,7,,NE,11,3,28,5572,WG,MN1
NE1103285572WGMN1,WG,26,"2,4-D",G,60.6,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5572,WG,MN1
NE1103285572WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,52.9,10,T,LU,,,,O,999,52,,NE,11,3,28,5572,WG,MN1
NE1103285573WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,79.2,9,T,LU,,,,O,999,52,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,305,Atrazine,R,74.8,10,T,LU,,,,O,999,7,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,72.3,3,T,LU,,,,O,999,52,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,26,"2,4-D",G,50.3,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,49.3,10,T,LU,,,,O,999,52,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,AED,Hydroxy atrazine,R,36.4,2,T,LU,,,,O,999,52,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,807,Acetochlor,A,31.2,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,24.3,3,T,LU,,,,O,999,52,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,18.3,12.5,T,LU,,Q,,O,999,52,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,964,Desethyl atrazine,R,12.6,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5573,WG,MN1
NE1103285573WGMN1,WG,ACB,Imazapyr,J,11.5,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5573,WG,MN1
NE1103285574WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,19.2,3,T,LU,,,,O,999,52,,NE,11,3,28,5574,WG,MN1
NE1103285574WGMN1,WG,964,Desethyl atrazine,R,11.3,10,T,LU,,Q,,O,999,7,,NE,11,3,28,5574,WG,MN1
NE1103285574WGMN1,WG,305,Atrazine,R,79.8,10,T,LU,,,,O,999,7,,NE,11,3,28,5574,WG,MN1
NE1103285574WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.5,3,T,LU,,,,O,999,52,,NE,11,3,28,5574,WG,MN1
NE1103285574WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,63.6,9,T,LU,,,,O,999,52,,NE,11,3,28,5574,WG,MN1
NE1103285574WGMN1,WG,26,"2,4-D",G,51,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5574,WG,MN1
NE1103285574WGMN1,WG,283,Metolachlor,A,49.6,15,T,LU,,Q,,O,999,7,,NE,11,3,28,5574,WG,MN1
NE1103285574WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,43,10,T,LU,,,,O,999,52,,NE,11,3,28,5574,WG,MN1
NE1103285574WGMN1,WG,AED,Hydroxy atrazine,R,29.9,2,T,LU,,,,O,999,52,,NE,11,3,28,5574,WG,MN1
NE1103285575WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,14.7,10,T,LU,,Q,,O,999,52,,NE,11,3,28,5575,WG,MN1
NE1103285575WGMN1,WG,ACD,Imazethapyr,J,2.08,2,T,LU,,Q,,O,999,52,,NE,11,3,28,5575,WG,MN1
NE1103285575WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,190,3,T,LU,,,,O,999,52,,NE,11,3,28,5575,WG,MN1
NE1103285575WGMN1,WG,ACB,Imazapyr,J,156,2.5,T,LU,,,,O,999,52,,NE,11,3,28,5575,WG,MN1
NE1103285575WGMN1,WG,305,Atrazine,R,156,10,T,LU,,,,O,999,7,,NE,11,3,28,5575,WG,MN1
NE1103285575WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,80.4,3,T,LU,,,,O,999,52,,NE,11,3,28,5575,WG,MN1
NE1103285575WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,72.8,12.5,T,LU,,,,O,999,52,,NE,11,3,28,5575,WG,MN1
NE1103285575WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,66.9,9,T,LU,,,,O,999,52,,NE,11,3,28,5575,WG,MN1
